# delta; F_drive; F_brake; gamma_y
-0.00108; 81.38874; -0.00006; -0.84980
-0.00081; 81.38473; -0.00006; -0.63351
-0.00060; 81.38248; -0.00006; -0.47086
-0.00044; 81.38123; -0.00006; -0.34951
-0.00033; 81.38054; -0.00006; -0.25953
-0.00024; 81.38015; -0.00006; -0.19236
-0.00008; 81.37986; -0.00006; -0.12389
0.00225; 81.38634; -0.00006; 0.37984
0.01513; 81.69972; -0.00006; 2.83037
0.01241; 81.51889; -0.00006; 0.71546
-0.00270; 81.51984; -0.00006; -3.58249
-0.00374; 81.51021; -0.00006; -3.28636
-0.00310; 81.46109; -0.00006; -2.57130
-0.00239; 81.42687; -0.00006; -1.95265
-0.00182; 81.40662; -0.00006; -1.47326
-0.00138; 81.39499; -0.00006; -1.10862
-0.00104; 81.38833; -0.00006; -0.83191
-0.00079; 81.38454; -0.00006; -0.62246
-0.00059; 81.38240; -0.00006; -0.46493
-0.00044; 81.38121; -0.00006; -0.34705
-0.00034; 81.38054; -0.00006; -0.25850
-0.00025; 81.38016; -0.00006; -0.19145
-0.00012; 81.37988; -0.00006; -0.12691
0.00186; 81.38415; -0.00006; 0.30471
0.01298; 81.61552; -0.00006; 2.43130
0.01049; 81.47852; -0.00006; 0.58199
-0.00247; 81.48494; -0.00006; -3.08724
-0.00317; 81.47316; -0.00006; -2.78025
-0.00261; 81.43755; -0.00006; -2.16935
-0.00201; 81.41326; -0.00006; -1.64866
-0.00152; 81.39882; -0.00006; -1.24367
-0.00113; 81.39044; -0.00006; -0.93356
-0.00083; 81.38568; -0.00006; -0.69904
-0.00060; 81.38302; -0.00006; -0.52413
-0.00043; 81.38156; -0.00006; -0.39617
-0.00029; 81.38072; -0.00006; -0.29837
-0.00013; 81.38020; -0.00006; -0.21809
0.00004; 81.37990; -0.00006; -0.15328
0.00019; 81.37981; -0.00006; -0.11329
0.00021; 81.37982; -0.00006; -0.11877
0.00025; 81.37983; -0.00006; -0.12044
0.00057; 81.37993; -0.00006; -0.06578
0.00097; 81.38040; -0.00006; -0.02755
0.00110; 81.38057; -0.00006; -0.08446
0.00318; 81.38950; -0.00006; 0.25722
0.00553; 81.40933; -0.00006; 0.44599
0.00219; 81.38638; -0.00006; -0.77340
-0.00039; 81.40008; -0.00006; -1.44397
-0.00027; 81.39536; -0.00006; -1.27346
0.00070; 81.38747; -0.00006; -0.95163
0.00767; 81.43432; -0.00006; 0.51200
0.00432; 81.39587; -0.00006; -0.90203
-0.00189; 81.44837; -0.00006; -2.50885
-0.00226; 81.43768; -0.00006; -2.22808
-0.00193; 81.41767; -0.00006; -1.78814
-0.00157; 81.40343; -0.00006; -1.40658
-0.00120; 81.39378; -0.00006; -1.08456
-0.00087; 81.38776; -0.00006; -0.82699
-0.00065; 81.38449; -0.00006; -0.64088
-0.00052; 81.38270; -0.00006; -0.50710
-0.00043; 81.38162; -0.00006; -0.40368
-0.00032; 81.38084; -0.00006; -0.31263
-0.00018; 81.38029; -0.00006; -0.23234
-0.00003; 81.37996; -0.00006; -0.16614
0.00114; 81.38097; -0.00006; 0.09317
0.00893; 81.48847; -0.00006; 1.60645
0.00700; 81.42214; -0.00006; 0.29288
-0.00174; 81.43178; -0.00006; -2.17095
