# track_x; track_y
-5.05252; -105.09585
-4.07352; -104.87865
-3.09797; -104.65001
-2.12593; -104.41063
-1.15724; -104.16100
-0.19175; -103.90159
0.77072; -103.63289
1.73031; -103.35537
2.68720; -103.06951
3.64154; -102.77579
4.59350; -102.47469
5.54323; -102.16668
6.49090; -101.85226
7.43668; -101.53188
8.38071; -101.20604
9.32317; -100.87522
10.26421; -100.53988
11.20401; -100.20051
12.14270; -99.85759
13.08047; -99.51160
14.01748; -99.16301
14.95387; -98.81231
15.88982; -98.45996
16.82539; -98.10621
17.76059; -97.75111
18.69543; -97.39471
19.62991; -97.03703
20.56402; -96.67814
21.49777; -96.31806
22.43115; -95.95685
23.36418; -95.59454
24.29685; -95.23118
25.22916; -94.86680
26.16112; -94.50146
27.09272; -94.13519
28.02397; -93.76803
28.95487; -93.40003
29.88542; -93.03123
30.81561; -92.66167
31.74547; -92.29139
32.67497; -91.92044
33.60413; -91.54886
34.53293; -91.17664
35.46093; -90.80292
36.38734; -90.42604
37.31136; -90.04435
38.23219; -89.65616
39.14901; -89.25981
40.06102; -88.85363
40.96741; -88.43594
41.86738; -88.00508
42.76013; -87.55938
43.64484; -87.09716
44.52074; -86.61683
45.38742; -86.11805
46.24485; -85.60163
47.09299; -85.06841
47.93181; -84.51921
48.76126; -83.95489
49.58131; -83.37626
50.39194; -82.78417
51.19309; -82.17946
51.98475; -81.56296
52.76686; -80.93547
53.53922; -80.29735
54.30150; -79.64850
55.05336; -78.98886
55.79446; -78.31834
56.52445; -77.63683
57.24301; -76.94428
57.94978; -76.24057
58.64442; -75.52564
59.32661; -74.79939
59.99599; -74.06174
60.65223; -73.31260
61.29499; -72.55189
61.92392; -71.77952
62.53869; -70.99541
63.13896; -70.19946
63.72438; -69.39160
64.29462; -68.57174
64.84934; -67.73978
65.38819; -66.89566
65.91083; -66.03929
66.41678; -65.17097
66.90541; -64.29128
67.37614; -63.40081
67.82835; -62.50014
68.26142; -61.58988
68.67477; -60.67061
69.06776; -59.74292
69.43980; -58.80740
69.79029; -57.86465
70.11860; -56.91525
70.42413; -55.95980
70.70628; -54.99889
70.96444; -54.03310
71.19799; -53.06303
71.40633; -52.08927
71.58886; -51.11241
71.74495; -50.13305
71.87402; -49.15176
71.97543; -48.16915
72.04867; -47.18577
72.09443; -46.20156
72.11439; -45.21599
72.11030; -44.22850
72.08386; -43.23852
72.03681; -42.24551
71.97087; -41.24890
71.88778; -40.24813
71.78925; -39.24265
71.67701; -38.23189
71.55255; -37.21548
71.41358; -36.19587
71.25471; -35.17780
71.07051; -34.16608
70.85551; -33.16551
70.60426; -32.18091
70.31131; -31.21708
69.97121; -30.27883
69.57850; -29.37096
69.12772; -28.49829
68.61378; -27.66553
68.03694; -26.87573
67.40173; -26.13071
66.71282; -25.43220
65.97484; -24.78198
65.19244; -24.18180
64.37027; -23.63341
63.51298; -23.13857
62.62521; -22.69904
61.71162; -22.31657
60.77686; -21.99293
59.82545; -21.72957
58.86034; -21.52364
57.88321; -21.36894
56.89571; -21.25917
55.89951; -21.18806
54.89626; -21.14931
53.88762; -21.13666
52.87524; -21.14380
51.86078; -21.16445
50.84589; -21.19233
49.83218; -21.22139
48.82027; -21.24909
47.81009; -21.27555
46.80153; -21.30095
45.79450; -21.32547
44.78889; -21.34931
43.78460; -21.37264
42.78153; -21.39565
41.77958; -21.41853
40.77865; -21.44146
39.77863; -21.46463
38.77944; -21.48822
37.78096; -21.51241
36.78309; -21.53739
35.78574; -21.56335
34.78880; -21.59046
33.79217; -21.61892
32.79575; -21.64892
31.79945; -21.68062
30.80315; -21.71423
29.80677; -21.74991
28.81025; -21.78771
27.81362; -21.82758
26.81686; -21.86947
25.81998; -21.91332
24.82298; -21.95908
23.82587; -22.00670
22.82865; -22.05613
21.83132; -22.10731
20.83389; -22.16018
19.83636; -22.21471
18.83873; -22.27082
17.84101; -22.32848
16.84319; -22.38762
15.84529; -22.44819
14.84730; -22.51015
13.84923; -22.57343
12.85108; -22.63799
11.85286; -22.70377
10.85456; -22.77072
9.85619; -22.83879
8.85776; -22.90791
7.85926; -22.97805
6.86070; -23.04915
5.86209; -23.12114
4.86342; -23.19399
3.86470; -23.26764
2.86593; -23.34203
1.86712; -23.41711
0.86826; -23.49283
-0.13063; -23.56914
-1.12956; -23.64598
-2.12852; -23.72329
-3.12751; -23.80104
-4.12652; -23.87916
-5.12556; -23.95760
-6.12462; -24.03630
-7.12369; -24.11522
-8.12278; -24.19431
-9.12188; -24.27350
-10.12098; -24.35278
-11.11999; -24.43261
-12.11877; -24.51379
-13.11717; -24.59713
-14.11505; -24.68341
-15.11225; -24.77345
-16.10864; -24.86805
-17.10407; -24.96802
-18.09838; -25.07415
-19.09144; -25.18724
-20.08310; -25.30811
-21.07321; -25.43755
-22.06162; -25.57637
-23.04820; -25.72537
-24.03279; -25.88535
-25.01524; -26.05712
-25.99542; -26.24147
-26.97317; -26.43922
-27.94835; -26.65116
-28.92082; -26.87810
-29.89042; -27.12084
-30.85697; -27.38018
-31.81981; -27.65677
-32.77796; -27.95121
-33.73040; -28.26407
-34.67616; -28.59593
-35.61422; -28.94737
-36.54360; -29.31898
-37.46330; -29.71132
-38.37231; -30.12499
-39.26965; -30.56055
-40.15432; -31.01860
-41.02532; -31.49970
-41.88165; -32.00444
-42.72232; -32.53341
-43.54633; -33.08717
-44.35268; -33.66631
-45.14038; -34.27141
-45.90843; -34.90304
-46.65584; -35.56179
-47.38160; -36.24824
-48.08465; -36.96291
-48.76299; -37.70553
-49.41399; -38.47534
-50.03505; -39.27156
-50.62353; -40.09341
-51.17680; -40.94012
-51.69226; -41.81090
-52.16726; -42.70499
-52.59920; -43.62160
-52.98543; -44.55996
-53.32322; -45.51905
-53.60838; -46.49506
-53.83580; -47.48237
-54.00032; -48.47532
-54.09682; -49.46826
-54.12016; -50.45553
-54.06520; -51.43149
-53.92681; -52.39047
-53.69985; -53.32682
-53.37918; -54.23488
-52.96040; -55.10896
-52.44750; -55.94293
-51.84967; -56.73035
-51.17621; -57.46479
-50.43642; -58.13982
-49.63953; -58.74955
-48.79415; -59.29382
-47.90846; -59.77607
-46.99066; -60.19979
-46.04894; -60.56846
-45.09114; -60.88552
-44.12129; -61.15390
-43.14109; -61.37616
-42.15219; -61.55490
-41.15626; -61.69270
-40.15495; -61.79214
-39.14993; -61.85580
-38.14285; -61.88627
-37.13538; -61.88612
-36.12918; -61.85794
-35.12584; -61.80419
-34.12614; -61.72598
-33.13040; -61.62359
-32.13895; -61.49732
-31.15208; -61.34744
-30.17011; -61.17426
-29.19335; -60.97804
-28.22211; -60.75907
-27.25670; -60.51765
-26.29743; -60.25405
-25.34462; -59.96856
-24.39858; -59.66146
-23.45961; -59.33304
-22.52803; -58.98358
-21.60415; -58.61338
-20.68828; -58.22270
-19.78072; -57.81185
-18.88180; -57.38110
-17.99183; -56.93073
-17.11110; -56.46104
-16.23995; -55.97231
-15.37858; -55.46493
-14.52640; -54.94039
-13.68229; -54.40085
-12.84515; -53.84843
-12.01385; -53.28530
-11.18730; -52.71360
-10.36437; -52.13549
-9.54396; -51.55310
-8.72495; -50.96860
-7.90623; -50.38412
-7.08669; -49.80182
-6.26521; -49.22385
-5.44070; -48.65235
-4.61202; -48.08947
-3.77807; -47.53737
-2.93775; -46.99818
-2.08992; -46.47407
-1.23350; -45.96718
-0.36735; -45.47965
0.50962; -45.01365
1.39843; -44.57113
2.29901; -44.15233
3.21071; -43.75647
4.13285; -43.38279
5.06477; -43.03050
6.00578; -42.69881
6.95522; -42.38696
7.91243; -42.09415
8.87672; -41.81961
9.84743; -41.56257
10.82388; -41.32223
11.80541; -41.09783
12.79135; -40.88858
13.78102; -40.69369
14.77375; -40.51240
15.76887; -40.34392
16.76572; -40.18747
17.76362; -40.04228
18.76189; -39.90755
19.75988; -39.78252
20.75694; -39.66670
21.75274; -39.56261
22.74716; -39.47436
23.74004; -39.40613
24.73124; -39.36207
25.72061; -39.34633
26.70803; -39.36307
27.69334; -39.41644
28.67640; -39.51062
29.65708; -39.64974
30.63494; -39.83770
31.60703; -40.07592
32.56895; -40.36444
33.51630; -40.70329
34.44471; -41.09252
35.34976; -41.53215
36.22706; -42.02222
37.07221; -42.56276
37.88083; -43.15382
38.64851; -43.79542
39.37092; -44.48736
40.04426; -45.22716
40.66500; -46.01117
41.22964; -46.83570
41.73466; -47.69707
42.17654; -48.59161
42.55177; -49.51565
42.85684; -50.46549
43.08823; -51.43747
43.24243; -52.42790
43.31592; -53.43312
43.30559; -54.44899
43.21177; -55.46752
43.03661; -56.47868
42.78229; -57.47240
42.45098; -58.43866
42.04482; -59.36740
41.56600; -60.24856
41.01669; -61.07211
40.39903; -61.82800
39.71521; -62.50617
38.96773; -63.09780
38.16196; -63.60449
37.30473; -64.03306
36.40287; -64.39040
35.46323; -64.68338
34.49263; -64.91888
33.49792; -65.10378
32.48593; -65.24494
31.46350; -65.34925
30.43745; -65.42359
29.41414; -65.47475
28.39570; -65.50883
27.38223; -65.53159
26.37381; -65.54879
25.37051; -65.56620
24.37241; -65.58956
23.37958; -65.62463
22.39210; -65.67718
21.41004; -65.75297
20.43348; -65.85775
19.46247; -65.99666
18.49678; -66.16985
17.53608; -66.37501
16.58004; -66.60985
15.62831; -66.87205
14.68057; -67.15930
13.73646; -67.46929
12.79565; -67.79971
11.85781; -68.14825
10.92259; -68.51259
9.98966; -68.89044
9.05868; -69.27948
8.12931; -69.67739
7.20121; -70.08188
6.27405; -70.49062
5.34749; -70.90131
4.42118; -71.31164
3.49480; -71.71930
2.56799; -72.12197
1.64043; -72.51735
0.71180; -72.90336
-0.21804; -73.27964
-1.14917; -73.64665
-2.08163; -74.00484
-3.01549; -74.35467
-3.95082; -74.69660
-4.88768; -75.03109
-5.82612; -75.35859
-6.76622; -75.67957
-7.70803; -75.99448
-8.65162; -76.30379
-9.59705; -76.60794
-10.54437; -76.90739
-11.49367; -77.20261
-12.44498; -77.49405
-13.39839; -77.78218
-14.35395; -78.06744
-15.31172; -78.35029
-16.27177; -78.63120
-17.23416; -78.91062
-18.19887; -79.18909
-19.16532; -79.46768
-20.13267; -79.74774
-21.10008; -80.03060
-22.06671; -80.31760
-23.03171; -80.61007
-23.99425; -80.90935
-24.95347; -81.21678
-25.90855; -81.53369
-26.85863; -81.86142
-27.80288; -82.20130
-28.74045; -82.55467
-29.67050; -82.92288
-30.59218; -83.30725
-31.50467; -83.70912
-32.40711; -84.12982
-33.29866; -84.57070
-34.17849; -85.03309
-35.04574; -85.51833
-35.89958; -86.02775
-36.73916; -86.56269
-37.56388; -87.12409
-38.37472; -87.70999
-39.17340; -88.31719
-39.96164; -88.94245
-40.74117; -89.58255
-41.51368; -90.23428
-42.28091; -90.89440
-43.04457; -91.55969
-43.80638; -92.22693
-44.56806; -92.89289
-45.33131; -93.55436
-46.09787; -94.20811
-46.86945; -94.85091
-47.64776; -95.47954
-48.43452; -96.09078
-49.23145; -96.68140
-50.04027; -97.24818
-50.86270; -97.78790
-51.70044; -98.29733
-52.55523; -98.77325
-53.42851; -99.21278
-54.31990; -99.61534
-55.22823; -99.98137
-56.15233; -100.31132
-57.09102; -100.60561
-58.04314; -100.86468
-59.00752; -101.08898
-59.98297; -101.27893
-60.96834; -101.43497
-61.96245; -101.55754
-62.96406; -101.64703
-63.97152; -101.70348
-64.98301; -101.72681
-65.99671; -101.71690
-67.01077; -101.67369
-68.02339; -101.59706
-69.03273; -101.48693
-70.03696; -101.34319
-71.03426; -101.16577
-72.02281; -100.95456
-73.00086; -100.70953
-73.96727; -100.43104
-74.92114; -100.11962
-75.86158; -99.77579
-76.78767; -99.40008
-77.69853; -98.99301
-78.59325; -98.55512
-79.47094; -98.08692
-80.33069; -97.58894
-81.17160; -97.06170
-81.99277; -96.50574
-82.79331; -95.92158
-83.57231; -95.30973
-84.32887; -94.67074
-85.06210; -94.00512
-85.77109; -93.31340
-86.45495; -92.59610
-87.11277; -91.85376
-87.74366; -91.08689
-88.34671; -90.29602
-88.92107; -89.48177
-89.46616; -88.64532
-89.98152; -87.78807
-90.46668; -86.91144
-90.92116; -86.01682
-91.34451; -85.10564
-91.73626; -84.17928
-92.09595; -83.23917
-92.42309; -82.28671
-92.71724; -81.32331
-92.97791; -80.35036
-93.20465; -79.36929
-93.39699; -78.38150
-93.55446; -77.38839
-93.67659; -76.39137
-93.76292; -75.39185
-93.81298; -74.39124
-93.82631; -73.39094
-93.80243; -72.39236
-93.74089; -71.39691
-93.64120; -70.40599
-93.50302; -69.42099
-93.32662; -68.44305
-93.11251; -67.47328
-92.86121; -66.51275
-92.57324; -65.56254
-92.24911; -64.62375
-91.88935; -63.69745
-91.49447; -62.78474
-91.06499; -61.88670
-90.60142; -61.00440
-90.10430; -60.13895
-89.57412; -59.29141
-89.01141; -58.46289
-88.41669; -57.65445
-87.79048; -56.86720
-87.13329; -56.10220
-86.44563; -55.36055
-85.72804; -54.64334
-84.98102; -53.95164
-84.20510; -53.28654
-83.40184; -52.64813
-82.57902; -52.03057
-81.74671; -51.42585
-80.91498; -50.82597
-80.09388; -50.22292
-79.29348; -49.60869
-78.52385; -48.97527
-77.79505; -48.31465
-77.11715; -47.61883
-76.50021; -46.87980
-75.95349; -46.09128
-75.48166; -45.25698
-75.08775; -44.38412
-74.77480; -43.47992
-74.54583; -42.55163
-74.40388; -41.60648
-74.35198; -40.65170
-74.39315; -39.69451
-74.53043; -38.74217
-74.76686; -37.80189
-75.10236; -36.87936
-75.52017; -35.97187
-75.99789; -35.07390
-76.51313; -34.17994
-77.04350; -33.28446
-77.56758; -32.38222
-78.06893; -31.46940
-78.53276; -30.54266
-78.94427; -29.59866
-79.28864; -28.63404
-79.55217; -27.64740
-79.72675; -26.64720
-79.80606; -25.64502
-79.78375; -24.65245
-79.65350; -23.68110
-79.41077; -22.74249
-79.06007; -21.84788
-78.60880; -21.00841
-78.06432; -20.23524
-77.43402; -19.53952
-76.72551; -18.92943
-75.94752; -18.39866
-75.10911; -17.93661
-74.21936; -17.53264
-73.28732; -17.17613
-72.32208; -16.85646
-71.33269; -16.56301
-70.32822; -16.28513
