# traj_x; traj_y
-60.80700; -145.85610
-61.60136; -145.66102
-62.35527; -145.38981
-63.05910; -145.04844
-63.70627; -144.64338
-64.29142; -144.18053
-64.81698; -143.65868
-65.29784; -143.07362
-65.74144; -142.42894
-66.14230; -141.73069
-66.49486; -140.98529
-66.79509; -140.20186
-67.03380; -139.38881
-67.19560; -138.55607
-67.28350; -137.71820
-67.28454; -136.88980
-67.18469; -136.08385
-67.00558; -135.29560
-66.76665; -134.51424
-66.46218; -133.74061
-66.09008; -132.97710
-65.66370; -132.22072
-65.19309; -131.46853
-64.68832; -130.71687
-64.16311; -129.95860
-63.62674; -129.18892
-63.05767; -128.43040
-62.43092; -127.71142
-61.76697; -127.01677
-61.09278; -126.32065
-60.41160; -125.61913
-59.72367; -124.91210
-59.02995; -124.19949
-58.33140; -123.48152
-57.62895; -122.75877
-56.92301; -122.03109
-56.21668; -121.29948
-55.51396; -120.56820
-54.81427; -119.83935
-54.11576; -119.11199
-53.41760; -118.38538
-52.71912; -117.65861
-52.01984; -116.93091
-51.31937; -116.20154
-50.61752; -115.46988
-49.91410; -114.73473
-49.21112; -113.99649
-48.51319; -113.26066
-47.82314; -112.53286
-47.14219; -111.81640
-46.47066; -111.11539
-45.79709; -110.44470
-45.11315; -109.81778
-44.43084; -109.22606
-43.74065; -108.68275
-43.03227; -108.20793
-42.31871; -107.77503
-41.59655; -107.35372
-40.84440; -106.96611
-40.05354; -106.64225
-39.23506; -106.36249
-38.38929; -106.13872
-37.51819; -105.99173
-36.63225; -105.89466
-35.73625; -105.82368
-34.83047; -105.76552
-33.91364; -105.70411
-32.98008; -105.63552
-32.02176; -105.56742
-31.03611; -105.49877
-30.02580; -105.42856
-28.99531; -105.35701
-27.95093; -105.28459
-26.90000; -105.21171
-25.85024; -105.13870
-24.80918; -105.06573
-23.78366; -104.99209
-22.77692; -104.91587
-21.78545; -104.83776
-20.80531; -104.75979
-19.83459; -104.68236
-18.87101; -104.60551
-17.91266; -104.52922
-16.95781; -104.45344
-16.00492; -104.37807
-15.05268; -104.30296
-14.09994; -104.22786
-13.14576; -104.15229
-12.18950; -104.07480
-11.23153; -103.98722
-10.27280; -103.88219
-9.31282; -103.76607
-8.35088; -103.64429
-7.38925; -103.50434
-6.43094; -103.33425
-5.47476; -103.14535
-4.51957; -102.94582
-3.56682; -102.73152
-2.61912; -102.49400
-1.67874; -102.22630
-0.74279; -101.94129
0.19238; -101.65239
1.12693; -101.35924
2.06052; -101.06013
2.99408; -100.75769
3.92863; -100.45456
4.86448; -100.15118
5.80177; -99.84756
6.74055; -99.54351
7.68076; -99.23872
8.62207; -98.93222
9.56264; -98.61898
10.50069; -98.29446
11.43737; -97.96224
12.37278; -97.62283
13.30567; -97.27326
14.23759; -96.91771
15.16993; -96.56089
16.10231; -96.20388
17.03457; -95.84689
17.96683; -95.49003
18.89908; -95.13335
19.83135; -94.77682
20.76363; -94.42043
21.69593; -94.06412
22.62823; -93.70784
23.56050; -93.35146
24.49268; -92.99479
25.42456; -92.63726
26.35486; -92.27558
27.28245; -91.90687
28.20847; -91.53408
29.13421; -91.16044
30.05992; -90.78656
30.98570; -90.41264
31.91158; -90.03886
32.83782; -89.66533
33.76366; -89.29270
34.68690; -88.92143
35.60618; -88.55049
36.51916; -88.17422
37.42342; -87.78750
38.31967; -87.39265
39.20893; -86.99237
40.09166; -86.58761
40.96337; -86.16882
41.81879; -85.72591
42.66245; -85.26938
43.50082; -84.80802
44.33241; -84.33224
45.15305; -83.83365
45.96645; -83.31983
46.77240; -82.79094
47.56503; -82.23918
48.34857; -81.67201
49.13000; -81.09964
49.91068; -80.52382
50.68678; -79.93944
51.44965; -79.33703
52.19610; -78.71553
52.92906; -78.08003
53.64985; -77.43261
54.36326; -76.77906
55.07384; -76.12415
55.77981; -75.46556
56.47773; -74.79952
57.15887; -74.11763
57.81541; -73.41342
58.45681; -72.69675
59.09301; -71.97665
59.71881; -71.24830
60.32378; -70.50332
60.90791; -69.74254
61.47293; -68.96803
62.01631; -68.17859
62.54666; -67.38082
63.06988; -66.57852
63.58384; -65.76980
64.09194; -64.95616
64.59405; -64.13699
65.08493; -63.30943
65.55203; -62.46750
65.98151; -61.60585
66.38326; -60.73143
66.77245; -59.85239
67.14226; -58.96627
67.48368; -58.07038
67.80794; -57.17016
68.12466; -56.26932
68.41801; -55.36269
68.67241; -54.44680
68.90299; -53.52751
69.12312; -52.60867
69.33012; -51.68942
69.51818; -50.76858
69.68136; -49.84550
69.82116; -48.92095
69.93798; -47.99559
70.02038; -47.06790
70.05879; -46.13572
70.07219; -45.19935
70.07929; -44.25814
70.07102; -43.31067
70.03650; -42.35667
69.98009; -41.39580
69.90536; -40.42750
69.80124; -39.45278
69.65802; -38.47237
69.49364; -37.48878
69.32464; -36.51102
69.13923; -35.54797
68.92610; -34.60594
68.69907; -33.68713
68.47249; -32.79066
68.24053; -31.91817
67.97363; -31.07976
67.64596; -30.28895
67.27467; -29.54355
66.86060; -28.83669
66.39019; -28.16407
65.86256; -27.52713
65.27533; -26.93702
64.64258; -26.38810
63.98107; -25.86571
63.29305; -25.36810
62.56567; -24.92069
61.79045; -24.55734
60.98346; -24.27147
60.16470; -24.03687
59.33734; -23.83912
58.49268; -23.66601
57.62442; -23.51292
56.72881; -23.40281
55.80775; -23.33978
54.86527; -23.29443
53.90272; -23.25540
52.92167; -23.22903
51.92486; -23.21613
50.91453; -23.21973
49.89686; -23.23516
48.88003; -23.25398
47.86607; -23.27376
46.85438; -23.29637
45.84502; -23.32355
44.83776; -23.35328
43.83244; -23.38341
42.82893; -23.41356
41.82709; -23.44361
40.82682; -23.47351
39.82798; -23.50329
38.83045; -23.53298
37.83410; -23.56261
36.83882; -23.59226
35.84448; -23.62206
34.85095; -23.65237
33.85817; -23.68540
32.86609; -23.72306
31.87453; -23.76341
30.88330; -23.80435
29.89212; -23.84556
28.90068; -23.88690
27.90886; -23.92824
26.91670; -23.96949
25.92416; -24.01066
24.93126; -24.05176
23.93798; -24.09280
22.94433; -24.13385
21.95032; -24.17501
20.95595; -24.21647
19.96127; -24.25884
18.96647; -24.30559
17.97175; -24.35976
16.97696; -24.41825
15.98192; -24.47764
14.98658; -24.53733
13.99095; -24.59712
12.99501; -24.65692
11.99878; -24.71672
11.00226; -24.77668
10.00550; -24.83729
9.00869; -24.90129
8.01201; -24.97103
7.01532; -25.04421
6.01846; -25.11828
5.02140; -25.19283
4.02415; -25.26795
3.02684; -25.34526
2.02959; -25.42622
1.03230; -25.50931
0.03485; -25.59286
-0.96278; -25.67657
-1.96058; -25.76034
-2.95856; -25.84409
-3.95671; -25.92780
-4.95503; -26.01147
