# delta; F_drive; F_brake; gamma_y
-0.00672; 102.74000; -0.00005; -9.71809
-0.02559; 104.42769; -0.00005; -14.53234
-0.02688; 104.26150; -0.00005; -13.58341
-0.02359; 103.56058; -0.00005; -11.18887
-0.01975; 102.93625; -0.00005; -8.64728
-0.01678; 102.51895; -0.00005; -6.42169
-0.01496; 102.27169; -0.00005; -4.60263
-0.01402; 102.12979; -0.00005; -3.09830
-0.01356; 102.04727; -0.00005; -1.77251
-0.01310; 101.99565; -0.00005; -0.47024
-0.01206; 101.96196; -0.00005; 0.97981
-0.01124; 101.96776; -0.00005; 2.30904
-0.00889; 102.00616; -0.00005; 4.04007
-0.02826; 102.54960; -0.00005; -0.79692
-0.05366; 104.89168; -0.00005; -6.50114
-0.00487; 102.67743; -0.00005; 10.46684
0.08907; 120.45398; -0.00004; 34.49596
-0.00474; 102.54012; -0.00005; 9.28191
-0.07429; 107.92311; -0.00005; -10.28406
-0.07047; 106.72011; -0.00005; -6.39675
0.02370; 107.34137; -0.00005; 23.81754
0.11821; 131.87725; -0.00004; 42.44774
0.02436; 106.47827; -0.00005; 21.30245
-0.06431; 105.87585; -0.00005; -5.17126
-0.08923; 109.89183; -0.00004; -9.50486
-0.00880; 104.15093; -0.00005; 16.95103
0.08582; 123.97078; -0.00004; 40.04924
0.13811; 139.15148; -0.00003; 45.74518
0.04336; 110.22942; -0.00004; 26.66658
-0.05135; 104.30912; -0.00005; -2.07946
-0.12689; 119.61354; -0.00004; -19.18569
-0.14582; 123.78331; -0.00004; -19.38898
-0.05138; 104.40486; -0.00005; 8.61697
0.04355; 116.12388; -0.00004; 36.97294
0.13851; 144.46447; -0.00003; 50.89018
0.23343; 173.97232; -0.00003; 54.87663
0.13918; 140.49838; -0.00003; 46.86563
0.04425; 110.86827; -0.00004; 27.64360
-0.05068; 104.26073; -0.00005; -1.57745
-0.13428; 121.78378; -0.00004; -20.61583
-0.14516; 123.70661; -0.00004; -19.48379
-0.16898; 129.46346; -0.00004; -19.72376
-0.21270; 141.79270; -0.00003; -21.29218
-0.11910; 113.39389; -0.00004; 1.83221
-0.02393; 111.79236; -0.00004; 34.94257
0.07128; 137.68083; -0.00003; 56.19771
0.16649; 169.19330; -0.00003; 64.38221
0.26167; 198.75731; -0.00002; 66.25285
0.26177; 197.43399; -0.00002; 65.46708
0.26177; 195.56740; -0.00002; 64.34773
0.26177; 193.22635; -0.00002; 62.88435
0.26177; 190.45155; -0.00002; 61.05922
0.17370; 118.80133; -0.00004; 55.89398
0.07706; 0.00001; -484.35968; 39.94736
-0.02123; 0.00000; -535.20210; 15.05636
-0.04258; 0.00000; -538.11171; 8.39054
-0.04304; 0.00000; -538.11697; 8.40261
-0.04587; 0.00000; -538.08066; 8.11138
-0.05198; 0.00000; -537.91728; 7.36964
-0.06235; 0.00000; -537.35967; 6.09659
-0.07828; 0.00000; -535.84668; 4.23579
-0.10175; 0.00000; -532.33283; 1.75783
-0.13622; 0.00000; -524.92227; -1.31548
-0.19032; 0.00001; -509.62080; -4.92054
-0.26178; 0.00001; -488.06925; -6.03124
-0.26180; 0.00001; -493.70550; 0.86017
-0.26180; 0.00001; -498.16942; 9.00580
-0.26180; 0.00001; -500.26329; 18.64400
-0.26180; 0.00001; -497.78907; 29.97008
-0.26180; 0.00001; -487.40351; 42.75812
